index	name	Abeta+nvoxels	Abeta+stain	Abeta+count	Abeta+fieldfrac	Abeta+volume	Abeta+density	Iba1+nvoxels	Iba1+stain	Iba1+count	Iba1+fieldfrac	Iba1+volume	Iba1+density	coloc+object_id_a	coloc+object_id_b	coloc+stain_a	coloc+stain_b	coloc+radius_a	coloc+radius_b	coloc+nvoxels_a	coloc+nvoxels_b	coloc+distance	coloc+overlapratio	coloc+count	coloc+volume	coloc+density	participant_id	batch_id	bag_id	participant_label	sex	treatment	age	genotype	antibodies	has_mri	notes	QC_notes
8	R_Cortical subplate	66590.0	Abeta	101.0	7.385804806121229	4.776743800027866	21.144110764201088	456.0	Iba1	1.0	28.23950902642171	4.776743800027866	0.2093476313287236	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.776743800027866	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
9	L_Striatum	176518.0	Abeta	315.0	4.904549264769247	24.29908802622871	12.9634494784325	6660491.0	Iba1	22.0	30.529569829294857	24.29908802622871	0.9053837730968732	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.29908802622871	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
10	R_Striatum	152848.0	Abeta	303.0	4.219555744332752	24.201432521928137	12.519920038843216	2885281.0	Iba1	3.0	29.82736325451885	24.201432521928137	0.1239596043449823	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.201432521928137	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
11	L_Pallidum	48260.0	Abeta	54.0	4.471536965722347	4.992613862165976	10.815977660361831	2841.0	Iba1	9.0	25.31635337629161	4.992613862165976	1.8026629433936383	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.992613862165976	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
12	R_Pallidum	36656.0	Abeta	70.0	4.037630999888114	5.104165763764683	13.714288140275848	359.0	Iba1	1.0	26.81538805803155	5.104165763764683	0.1959184020039406	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.104165763764683	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
13	L_Thalamus	12658.0	Abeta	35.0	1.8913369172468493	10.800165763144342	3.240691001191648	576.0	Iba1	2.0	27.41750242354808	10.800165763144342	0.185182342925237	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.800165763144342	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
14	R_Thalamus	9810.0	Abeta	33.0	2.0459706356497773	10.981770736054182	3.004979870109463	1498.0	Iba1	3.0	29.44691362304772	10.981770736054182	0.2731799881917693	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.981770736054182	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
15	L_Hypothalamus	34449.0	Abeta	55.0	2.939664673466995	8.117970722997981	6.775092184575951	2592657.0	Iba1	4.0	25.99800680032829	8.117970722997981	0.4927339770600691	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.117970722997981	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
16	R_Hypothalamus	59409.0	Abeta	68.0	3.1006932368829845	8.210486463914314	8.282091481286152	270.0	Iba1	1.0	27.008068442651457	8.210486463914314	0.1217954629600904	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.210486463914314	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
17	L_Midbrain	583668.0	Abeta	124.0	4.338804448113437	19.6005828466054	6.326342485344787	5286602.0	Iba1	20.0	28.902879619288107	19.6005828466054	1.0203778202169012	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.6005828466054	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
18	R_Midbrain	64819.0	Abeta	135.0	4.5344155099231385	19.91258552018949	6.779631899791349	5243.0	Iba1	16.0	30.206206263622807	19.91258552018949	0.8035119288641599	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.91258552018949	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
19	L_Pons	7607.0	Abeta	21.0	1.1158342416276634	8.907209944889168	2.357640622589064	2842102.0	Iba1	17.0	28.416746810284028	8.907209944889168	1.9085662182863847	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.907209944889168	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
20	R_Pons	21034.0	Abeta	36.0	1.667513809833862	9.063306462484627	3.9720603235710192	3645.0	Iba1	11.0	29.10020793514104	9.063306462484627	1.2136850988689225	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.063306462484627	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
21	L_Medulla	136231.0	Abeta	91.0	2.7266539644644414	16.585064632910687	5.486864357430572	1982290.0	Iba1	8.0	25.528958725494697	16.585064632910687	0.4823617017521382	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.585064632910687	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
22	R_Medulla	92820.0	Abeta	104.0	2.869251639158942	16.83938773962719	6.175996515316446	897731.0	Iba1	13.0	26.13237621523853	16.83938773962719	0.7719995644145558	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.83938773962719	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
23	L_Cerebellum	695566.0	Abeta	119.0	5.749038956921492	28.82036654989913	4.129024514451101	712550.0	Iba1	8.0	27.370044518421643	28.82036654989913	0.2775814799630992	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.82036654989913	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
24	R_Cerebellum	519115.0	Abeta	133.0	7.038707949921958	29.14835959845642	4.56286397698494	5901.0	Iba1	9.0	27.76036598507063	29.148359598456423	0.3087652315252966	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.14835959845642	0.0	sub-AS11F1e	2	g	AS11F1e	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
0	Unknown_Label_0	1562351.0	Abeta	439.0	0.0			6908009.0	Iba1	96.0	0.0			Abeta_3688	Iba1_6145	Abeta	Iba1	0.0158299408253333	0.016903763284281	2077.0	2529.0	0.0070976812181998	0.7831690176451753	1.0			sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
1	L_Isocortex	1295764.0	Abeta	1302.0	8.22643913602396	67.4081653146517	19.31516744184402	5238311.0	Iba1	5.0	26.099916653717383	67.4081653146517	0.0741749901760523	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.4081653146517	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
2	R_Isocortex	1347114.0	Abeta	1274.0	8.404103486487841	68.40097144494109	18.625466467614395	4438360.0	Iba1	9.0	26.4997160024279	68.40097144494109	0.1315770786566166	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.40097144494109	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
3	L_Olfactory areas	1115767.0	Abeta	371.0	8.776378857155478	25.86647531359584	14.342889609122595	5869812.0	Iba1	9.0	29.22426170123473	25.86647531359584	0.3479407182806021	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.86647531359584	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
4	R_Olfactory areas	749708.0	Abeta	351.0	8.376664320268388	25.432063116551888	13.801475656591917	2618244.0	Iba1	16.0	26.95901541134359	25.432063116551888	0.6291270954571814	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.432063116551888	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
5	L_Hippocampal formation	439461.0	Abeta	280.0	6.471931463171116	23.652896634840108	11.837873573064504	8477447.0	Iba1	2.0	28.13561628393829	23.652896634840108	0.0845562398076035	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.652896634840108	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
6	R_Hippocampal formation	454935.0	Abeta	173.0	5.281829667720882	23.665656659917683	7.310171126289033	7501407.0	Iba1	8.0	28.59703210126908	23.665656659917683	0.338042595435331	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.665656659917683	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
7	L_Cortical subplate	91726.0	Abeta	158.0	8.521692099671624	4.9297499870594566	32.05030689482192	1614287.0	Iba1	2.0	25.79860923314661	4.9297499870594566	0.4057000872762269	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9297499870594566	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
8	R_Cortical subplate	48813.0	Abeta	107.0	6.86227475743108	4.946318974846753	21.632248252512884	0.0	0	0.0	26.31152779916833	4.946318974846752	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.946318974846752	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
9	L_Striatum	236452.0	Abeta	323.0	4.841031198485866	24.95480008902356	12.943401624045569	3621395.0	Iba1	2.0	30.787853348800294	24.95480008902356	0.0801449016968765	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.95480008902356	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
10	R_Striatum	130754.0	Abeta	230.0	3.4466120193555283	24.95289560766869	9.217367139119313	7535233.0	Iba1	8.0	29.76416174382928	24.95289560766869	0.3206040744041499	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.95289560766869	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
11	L_Pallidum	57266.0	Abeta	49.0	3.938043882484195	5.121150363223055	9.568162722166448	0.0	0	0.0	26.58218668650056	5.121150363223055	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.121150363223055	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
12	R_Pallidum	40485.0	Abeta	66.0	3.904057296589835	5.238466414682534	12.599107214854556	0.0	0	0.0	26.689922198792992	5.238466414682534	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.238466414682534	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
13	L_Thalamus	11181.0	Abeta	28.0	1.9205650527177809	11.162927013386245	2.508302702904288	3365.0	Iba1	11.0	26.00059712696625	11.162927013386245	0.9854046332838272	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.162927013386245	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
14	R_Thalamus	5560.0	Abeta	17.0	1.56158199703544	11.306524907542816	1.5035565869278675	2785.0	Iba1	7.0	26.219074248753536	11.306524907542816	0.6191115357938277	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.306524907542816	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
15	L_Hypothalamus	50124.0	Abeta	79.0	3.0745301952198503	8.35076984479749	9.460205641904595	3233807.0	Iba1	3.0	28.594029374201785	8.35076984479749	0.3592483155153644	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.35076984479749	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
16	R_Hypothalamus	53907.0	Abeta	76.0	2.7824481617398744	8.45913483388912	8.984370327746474	0.0	0	0.0	27.32035031632033	8.45913483388912	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45913483388912	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
17	L_Midbrain	253759.0	Abeta	135.0	3.615918586775067	20.192644461191925	6.685602782709089	4725696.0	Iba1	17.0	26.5818234977883	20.192644461191925	0.8418907207855889	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.192644461191925	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
18	R_Midbrain	58639.0	Abeta	123.0	3.624901416814348	20.52592869829272	5.992420699104871	4713.0	Iba1	14.0	26.40770294218618	20.52592869829272	0.6820641446135626	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.52592869829272	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
19	L_Pons	16456.0	Abeta	31.0	1.8052133584546264	9.198454495846423	3.370131364350185	3052190.0	Iba1	28.0	29.936375494316653	9.198454495846423	3.0439896194130704	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.198454495846423	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
20	R_Pons	13441.0	Abeta	34.0	1.333804085308445	9.304915003583192	3.653982866786755	5713.0	Iba1	14.0	29.89749887428876	9.304915003583192	1.504581180441605	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.304915003583192	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
21	L_Medulla	121428.0	Abeta	96.0	2.6855850435635182	17.093481952425513	5.616175818782076	3215531.0	Iba1	7.0	29.06496646389019	17.093481952425513	0.4095128201195264	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.093481952425513	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
22	R_Medulla	57418.0	Abeta	86.0	2.1270538616993235	17.339921839744616	4.9596532668838496	2787.0	Iba1	9.0	27.69395264036552	17.339921839744616	0.5190334814180774	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.339921839744616	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
23	L_Cerebellum	418963.0	Abeta	101.0	4.763241752957394	29.70324345110017	3.400302063519568	3802806.0	Iba1	8.0	26.59771102490944	29.70324345110017	0.2693308565164014	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.70324345110017	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
24	R_Cerebellum	749595.0	Abeta	115.0	5.766846011014152	30.05214443531084	3.826681994276477	1843.0	Iba1	6.0	30.062764184363456	30.05214443531084	0.1996529736144248	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.05214443531084	0.0	sub-AS11F3	2	h	AS11F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
0	Unknown_Label_0	1757668.0	Abeta	1089.0	0.0			4546142.0	Iba1	189.0	0.0			Abeta_6795	Iba1_9510	Abeta	Iba1	0.0086540563549771	0.0091418874537066	348.0	426.2	0.0040617339832327	0.7741342283021078	5.0			sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
1	L_Isocortex	1431284.0	Abeta	1879.0	7.727145504982025	91.81787526571716	20.464424760018147	6615016.0	Iba1	22.0	21.732851094884456	91.81787526571716	0.2396047603621071	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.81787526571716	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
2	R_Isocortex	1268576.0	Abeta	1355.0	6.743689726075571	92.02422724751408	14.724383355651636	6024656.0	Iba1	18.0	21.027386237169488	92.02422724751408	0.1956006645031213	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.02422724751408	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
3	L_Olfactory areas	1111455.0	Abeta	278.0	6.212369666069542	33.15490033727547	8.384884200283645	2808252.0	Iba1	30.0	22.39682375637316	33.15490033727547	0.9048436187356452	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.15490033727547	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
4	R_Olfactory areas	725178.0	Abeta	354.0	7.090204200700117	32.62797940958738	10.849583897186749	2947268.0	Iba1	18.0	26.267415402567096	32.62797940958738	0.5516737574840719	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.62797940958738	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
5	L_Hippocampal formation	744740.0	Abeta	559.0	7.8202552072438225	31.850352245712447	17.55082630444849	7180172.0	Iba1	30.0	21.37915309446254	31.850352245712447	0.941904810614409	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.850352245712447	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
6	R_Hippocampal formation	963402.0	Abeta	301.0	5.556953012343758	31.81494498684324	9.460962454106888	4438620.0	Iba1	5.0	17.475405225903344	31.81494498684324	0.1571588447526061	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.81494498684324	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
7	L_Cortical subplate	14262.0	Abeta	35.0	3.393280861160947	6.578516408614474	5.320348514167723	57116.0	Iba1	100.0	16.928294461485038	6.578516408614474	15.20099575476492	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.578516408614474	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
8	R_Cortical subplate	119873.0	Abeta	133.0	7.319064139690914	6.639241761191244	20.032408034518763	5925.0	Iba1	14.0	17.34177251483786	6.639241761191244	2.108674529949344	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.639241761191244	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
9	L_Striatum	77646.0	Abeta	173.0	2.9180910099889013	32.588003472154405	5.308702024283996	2966435.0	Iba1	123.0	18.32112272913137	32.588003472154405	3.7743950808493154	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.588003472154405	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
10	R_Striatum	282353.0	Abeta	266.0	3.793810729639008	32.325304454737655	8.228847476825994	2786191.0	Iba1	52.0	21.787851127730992	32.325304454737655	1.6086468751689913	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.325304454737655	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
11	L_Pallidum	62727.0	Abeta	106.0	5.260895817323526	6.93601550622944	15.282549455778794	18446.0	Iba1	32.0	21.994757931715885	6.93601550622944	4.613599835706806	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.93601550622944	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
12	R_Pallidum	55590.0	Abeta	94.0	5.334542815674891	7.082593943483713	13.271973622952649	2895502.0	Iba1	26.0	24.97352577541257	7.0825939434837135	3.6709714276252	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.082593943483713	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
13	L_Thalamus	9698.0	Abeta	25.0	1.813545182207728	15.06007780064578	1.6600179846964664	40356.0	Iba1	84.0	18.43109223515731	15.06007780064578	5.577660428580127	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.06007780064578	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
14	R_Thalamus	36973.0	Abeta	75.0	2.8234545250308907	15.2519623003241	4.91740003831548	31308.0	Iba1	63.0	19.6325932027808	15.2519623003241	4.130616032185004	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.2519623003241	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
15	L_Hypothalamus	55349.0	Abeta	115.0	3.457453481078821	10.925994785254831	10.52535739401946	2209173.0	Iba1	41.0	18.59415290264129	10.92599478525483	3.7525187230852	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.92599478525483	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
16	R_Hypothalamus	61124.0	Abeta	130.0	3.910778360474745	11.034881624358002	11.78082415610537	36261.0	Iba1	64.0	19.52991305547889	11.034881624358002	5.7997903537749504	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.034881624358002	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
17	L_Midbrain	397201.0	Abeta	212.0	4.063045302013423	27.2293242400664	7.785723881022876	3221763.0	Iba1	88.0	17.965030760626398	27.2293242400664	3.23180991287742	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.2293242400664	0.0	sub-AS11F4	2	b	AS11F4	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		Right side tissue tear in hippocampal-retrohippocampal extension. Also some cortial tearing along that side.
